Front,Back,Tags
相談,"Kanji: 相談<br>Romaji: soudan<br>Meaning: consultation<br>Example: 友達に勉強の相談をしました
tomodachi ni benkyō no sōdan o shimashita
(Saya meminta nasihat teman tentang belajar)",activity
掃除,"Kanji: 掃除<br>Romaji: souji<br>Meaning: bersih2<br>Example: 掃除をする前に、窓を開けてください
souji o suru mae ni, mado o akete kudasai
(Buka jendela sebelum membersihkan)",activity
早退,"Kanji: 早退<br>Romaji: soutai<br>Meaning: pulang sebelum waktunya<br>Example: 今日、頭が痛いから会社を早退しました
kyou atama ga itai kara kaisha o sotaishimashita
(Hari ini, saya pulang lebih awal dari kantor karena kepala sakit)",activity
想像,Kanji: 想像<br>Romaji: souzou<br>Meaning: imagination<br>Example: 母親になることがどれだけ大変か想像出来るでしょう haha oya ni naru koto ga dore dake taihen ka souzou dekiru deshou (you can imagine how hard it is to become a mother),activity
水泳,"Kanji: 水泳<br>Romaji: suiei<br>Meaning: swimming<br>Example: 水泳が好きで、毎週水曜日はプールで泳ぎます
mizui ga suki de, maishū suiyōbi wa pūru de oyogimasu
(Saya suka berenang, jadi setiap hari Rabu saya berenang di kolam renang)",activity
逮捕,"Kanji: 逮捕<br>Romaji: taiho<br>Meaning: arrest<br>Example: 警察は泥棒を逮捕しました
Keisatsu wa dorobō o taiho shimashita
(Polisi telah menangkap perampok)",activity
退院,"Kanji: 退院<br>Romaji: taiin<br>Meaning: keluar rumah sakit<br>Example: 病気が治ったので、来週退院します
Byouki ga naotta node raishuu taiin shimasu
(Saya akan pulang rumah dari rumah sakit minggu depan karena sudah sembuh)",activity
達成,"Kanji: 達成<br>Romaji: tassei<br>Meaning: achievement <br>Example: 目標を達成するために、毎日一生懸命勉強しています
Mokuhyō o tasshō suru tame ni, mainichi isshōkenmei benkyō shite imasu
(Saya belajar dengan sungguh-sungguh setiap hari untuk mencapai tujuan saya)",activity
低下,"Kanji: 低下<br>Romaji: teika<br>Meaning: decline<br>Example: 体の調子が低下しています
Karada no choushi ga teika shite imasu
(My physical condition is declining)

or

最近、成績が低下しています
Saikin, seiseki ga teika shite imasu
(My grades have been declining recently)",activity
提出,"Kanji: 提出<br>Romaji: teishutsu<br>Meaning: submission<br>Example: 宿題を提出する前に、先生に質問しました
Shukudai o teishutsu suru mae ni, sensei ni shitsumon shimashita
(Saya bertanya kepada guru sebelum menyerahkan tugas rumah)",activity
到着,"Kanji: 到着<br>Romaji: touchaku<br>Meaning: arrive<br>Example: 空港に到着しましたか
Kūkō ni tōchakushimashita ka
(Apakah Anda sudah tiba di bandara?)",activity
搭乗,"Kanji: 搭乗<br>Romaji: toujou<br>Meaning: boarding<br>Example: 飛行機に搭乗する前に、パスポートを確認してください
hikōki ni tōjō suru mae ni, pasupōto o kakuninshite kudasai
(Silakan periksa paspor Anda sebelum naik pesawat)",activity
登録,"Kanji: 登録<br>Romaji: touroku<br>Meaning: registration<br>Example: 会員登録をしたら、割引券がもらえます
Kaiin tōroku o shitara, waribiki ken ga moraemasu
(Setelah melakukan pendaftaran anggota, Anda akan mendapatkan kupon diskon)",activity
通知,"Kanji: 通知<br>Romaji: tsuuchi<br>Meaning: notify<br>Example: 学校から通知が来たので、明日のテストの準備をしよう
gakkō kara tsūchi ga kita node, ashita no tesuto no junbi o shiyō
(Sekolah mengirimkan pemberitahuan, jadi saya akan mempersiapkan diri untuk ujian besok)",activity
通訳,"Kanji: 通訳<br>Romaji: tsuuyaku<br>Meaning: interpretation<br>Example: 通訳が英語と日本語を上手に話せる人です
tsūyaku ga eigo to nihongo o jouzu ni hanaseru hito desu
(通訳 adalah orang yang bisa berbicara bahasa Inggris dan Jepang dengan baik)",activity
運動,"Kanji: 運動<br>Romaji: undou<br>Meaning: olahraga<br>Example: 運動は体にいいから毎日少しでもやりましょう
undō wa karada ni ii kara mainichi sukoshi demo yarimashō
(""Berolahraga baik untuk tubuh, jadi lakukan sedikit setiap hari"")",activity
噂,"Kanji: 噂<br>Romaji: uwasa<br>Meaning: rumor/gosip<br>Example: 学校で友達から噂を聞いた
gakkō de tomodachi kara uwasa o kiita
(Saya mendengar kabar dari teman di sekolah)",activity
預金,"Kanji: 預金<br>Romaji: yokin<br>Meaning: deposit<br>Example: 銀行で預金をする時は、通帳と印鑑を持って行きましょう
Ginkō de yokin o suru toki wa, tsūchō to inkan o motte ikimashō
(Ketika melakukan penyimpanan uang di bank, bawa buku tabungan dan cap jari)",activity
予習,"Kanji: 予習<br>Romaji: yoshuu<br>Meaning: prepare pelajaran<br>Example: 予習をしてから授業に行きます
yoshū o shite kara jugyō ni ikimasu
(Saya akan pergi ke kelas setelah belajar terlebih dahulu)",activity
用意,"Kanji: 用意<br>Romaji: youi<br>Meaning: prepare<br>Example: 用意ができたら、教えてください
yōi ga dekitarakore, oshiete kudasai
(Beritahu saya jika sudah siap)",activity
予約,"Kanji: 予約<br>Romaji: yoyaku<br>Meaning: reservasi<br>Example: レストランの予約は何時ですか
resutoran no yoyaku wa nanji desu ka
(Apakah jam reservasi di restoran itu?)",activity
輸入,"Kanji: 輸入<br>Romaji: yunyuu<br>Meaning: import<br>Example: 日本から輸入された果物はとても新鮮です
Nihon kara yunyū sareta kajitsu wa totemo shinsen desu
(Fruits imported from Japan are very fresh)",activity
輸出,"Kanji: 輸出<br>Romaji: yushutsu<br>Meaning: export<br>Example: 日本は自動車を多くの国に輸出しています
Nihon wa jidousha o ooze no kuni ni yushutsu shite imasu
(Jepang mengekspor mobil ke banyak negara)",activity
優勝,"Kanji: 優勝<br>Romaji: yuushou<br>Meaning: jadi juara<br>Example: チームは優勝したので、みんなでお祝いをしました
Chīmu wa yūshō shita node, minna de oiwai o shimashita
(Karena timnya menang juara, kami merayakan bersama-sama)",activity
残業,"Kanji: 残業<br>Romaji: zangyou<br>Meaning: lembur<br>Example: 残業が多くて疲れました
Zangyō ga ōkute tsukaremashita
(Saya lelah karena banyak kerja lembur)",activity
危ない,"Kanji: 危ない<br>Romaji: abunai<br>Meaning: dangerous <br>Example: 車の前を急に渡ると危ないです
Kuruma no mae o kyū ni wataru to abunai desu
(It's dangerous to suddenly cross in front of a car)",adjective
明るい,"Kanji: 明るい<br>Romaji: akarui<br>Meaning: bright/cheerful<br>Example: 明るい部屋で勉強すると、気分がよくなります
Akarii heya de benkyou suru to, kibun ga yokunari masu
(Studying in a bright room makes me feel good)",adjective
明らか,"Kanji: 明らか<br>Romaji: akiraka<br>Meaning: jelas<br>Example: 雨が降っているから、外に出るのは明らかに危ないです
Ame ga futte iru kara, soto ni deru no wa akaraka ni abunai desu
(Keluar ke luar saat hujan turun jelas berbahaya)",adjective
甘い,"Kanji: 甘い<br>Romaji: amai<br>Meaning: manis<br>Example: 甘いものが好きで、毎日ケーキを食べます
Amai mono ga suki de, mainichi kēki o tabemasu
(Saya suka makanan manis, jadi setiap hari saya makan kue)",adjective
安全,"Kanji: 安全<br>Romaji: anzen<br>Meaning: aman<br>Example: 安全な場所で遊んでください
anzen na basho de asonde kudasai
(Tolong bermain di tempat yang aman)",adjective
浅い,"Kanji: 浅い<br>Romaji: asai<br>Meaning: dangkal<br>Example: この川は浅いから、子供でも安全に遊べます。
Kono kawa wa asai kara, kodomo demo anzen ni asobemasu.
(This river is shallow, so even children can play safely.)",adjective
温かい,"Kanji: 温かい<br>Romaji: atatakai<br>Meaning: warm (physical thing)<br>Example: 冬は温かいコーヒーが美味しいです。
Fuyu wa atatakai kōhī ga oishii desu.
(In winter, warm coffee is delicious.)",adjective
暖かい,"Kanji: 暖かい<br>Romaji: atatakai<br>Meaning: hangat<br>Example: 春の日差しはとても暖かいです
haru no hidashi wa totemo atatakai desu
(Sinar matahari di musim semi sangat hangat)",adjective
厚い,"Kanji: 厚い<br>Romaji: atsui<br>Meaning: thick<br>Example: 雪の厚さは去年よりも多いです
yuki no atsusa wa kyonen yori mo ooi desu
(Salju lebih tebal daripada tahun lalu)",adjective
暑い,"Kanji: 暑い<br>Romaji: atsui<br>Meaning: hot<br>Example: 暑い日が続くと、水をよく飲まないと体調を崩しやすいです
atsui hi ga tsudzuku to, mizu o yoku nomanai to taichō o kuzushi yasui desu
(Hari-hari panas beruntun, kalau tidak minum air dengan baik, mudah sakit)",adjective
便利,"Kanji: 便利<br>Romaji: benri<br>Meaning: convenient<br>Example: スマホはとても便利で、どこでも使えます
Sumaho wa totemo benri de, doko demo tsukaemasu
(Smartphone sangat praktis, bisa digunakan di mana saja)",adjective
ベタベタ,"Kanji: ベタベタ<br>Romaji: betabeta<br>Meaning: sticky<br>Example: ベタベタした手で紙を触ると、インクが付いてしまうよ
Beta beta shita te de kami o sawaru to, inku ga tsuiteshimau yo
(Jika memegang kertas dengan tangan yang basah, tinta akan menempel)",adjective
病気,"Kanji: 病気<br>Romaji: byouki<br>Meaning: sick<br>Example: 病気になったら、お医者さんに行きましょう
Byōki ni natara, oisha-san ni ikimashō
(Jika sakit, mari kita ke dokter)",adjective
違う,"Kanji: 違う<br>Romaji: chigau<br>Meaning: different<br>Example: あの本は私の本と違う本です
ano hon wa watashi no hon to chigau hon desu
(Buku itu bukan buku saya)",adjective
近い,"Kanji: 近い<br>Romaji: chikai<br>Meaning: dekat<br>Example: 駅から近いので、歩いて行きます
Eki kara chikai node, aruite ikimasu
(Karena dekat dari stasiun, saya akan berjalan kaki)",adjective
大事,"Kanji: 大事<br>Romaji: daiji<br>Meaning: important <br>Example: 健康は大事なことです
kenkō wa daiji na koto desu
(Kesehatan adalah hal yang penting)",adjective
大丈夫,"Kanji: 大丈夫<br>Romaji: daijobu<br>Meaning: okay<br>Example: 雨が降っても大丈夫ですか
Ame ga futte mo daijoubu desu ka
(Apakah Anda tetap baik-baik saja meskipun hujan turun?)",adjective
偉い,"Kanji: 偉い<br>Romaji: erai<br>Meaning: hebat<br>Example: 父は医者で、とても偉い人です
Chichi wa isha de, totemo erai hito desu
(Ayah adalah dokter, dia orang yang sangat hebat)",adjective
偉い,"Kanji: 偉い<br>Romaji: erai<br>Meaning: hebat<br>Example: 父は医者で、とても偉い人です
Chichi wa isha de, totemo erai hito desu
(Ayah saya dokter, orang yang sangat hebat)",adjective
不安,"Kanji: 不安<br>Romaji: fuan<br>Meaning: anxious<br>Example: 雨が降るかもしれないから、不安で外出できない
Ame ga furu kamo shirenai kara, fuan de gaishutsu dekinai
(""Because it might rain, I can't go out because I'm anxious"")",adjective
不便,"Kanji: 不便<br>Romaji: fuben<br>Meaning: inconvenient<br>Example: 電車が止まって不便な日です
Densha ga tomatte fuben na hi desu
(Hari ini sangat tidak nyaman karena kereta berhenti)",adjective
深い,"Kanji: 深い<br>Romaji: fukai<br>Meaning: deep<br>Example: 森の奥はとても深くて、日が当たらない所もあります
mori no oku wa totemo fukakute, hi ga ataranai tokoro mo arimasu
(Hutan dalam sangat dalam, ada tempat yang tidak terpapar sinar matahari)",adjective
不可能,"Kanji: 不可能<br>Romaji: fukanou<br>Meaning: impossible <br>Example: 雨が降っているから、ピクニックは不可能です
Ame ga futte iru kara pikunikku wa fumō desu
(Hujan turun, jadi piknik tidak mungkin)",adjective
複雑,"Kanji: 複雑<br>Romaji: fukuzatsu<br>Meaning: rumit<br>Example: この問題はとても複雑で、私には難しいです
Kono mondai wa totemo fukuzatsu de, watashi ni wa muzukashii desu
(Solusi ini sangat rumit, jadi sulit bagi saya)",adjective
不明,"Kanji: 不明<br>Romaji: fumei<br>Meaning: unclear<br>Example: この事件の犯人はまだ不明です
Kono jiken no han'nin wa mada fumei desu
(Pelaku peristiwa ini masih belum diketahui)",adjective
不滅,"Kanji: 不滅<br>Romaji: fumetsu<br>Meaning: immortal<br>Example: 不滅の愛は永遠に続く
Fumetsu no ai wa eien ni tsuzuku
(Cinta abadi akan terus berlanjut)",adjective
不思議,"Kanji: 不思議<br>Romaji: fushigi<br>Meaning: strange<br>Example: 不思議なことがあったので、友達に話しました
Fushigi na koto ga attanode, tomodachi ni hanashimashita
(Kerana terjadi hal yang aneh, jadi saya ceritakan kepada teman saya)",adjective
太い,"Kanji: 太い<br>Romaji: futoi<br>Meaning: tebal<br>Example: この木の幹はとても太くて、二人が手をつなげば回れるくらいです
Kono ki no miki wa totemo futoi te, futari ga te o tsunageba mawareba ii kurai desu
(Batang pohon ini sangat tebal, dua orang bisa berpegangan tangan dan mengelilinginya)",adjective
普通の,"Kanji: 普通の<br>Romaji: futsuu no<br>Meaning: umum, biasa<br>Example: 普通の学生は毎日学校へ行きます
Futsū no gakusei wa mainichi gakkō e ikimasu
(Siswa biasa pergi ke sekolah setiap hari)",adjective
不運,"Kanji: 不運<br>Romaji: fuun<br>Meaning: unlucky<br>Example: 雨の日に傘を忘れて不運だった
ame no hi ni kasa o wasurete fūun datta
(It was unfortunate that I forgot my umbrella on a rainy day)",adjective
元気,"Kanji: 元気<br>Romaji: genki<br>Meaning: fine/energetic<br>Example: 元気ですか？ 最近、忙しいですか
Genki desu ka? Saikin, isogashii desu ka
(Apakah Anda sehat? Apakah Anda sibuk baru-baru ini?)",adjective
豪華,"Kanji: 豪華<br>Romaji: gouka<br>Meaning: megah<br>Example: 豪華なホテルで結婚式を挙げました
gōka na hoteru de kekkonshiki o agemashita
(We held a wedding ceremony in a luxurious hotel)",adjective
具体,"Kanji: 具体<br>Romaji: gutai<br>Meaning: concrete, specific <br>Example: 具体的な計画を話してください
Gutai-teki na keikaku o hanashite kudasai
(Tolong beritahu rencana yang spesifik)",adjective
晴,"Kanji: 晴<br>Romaji: hare<br>Meaning: sunny<br>Example: 今日も晴れていて、公園でピクニックを楽しみました
kyou mo hareteite, kouen de pikunikku o tanoshimimashita
(Hari juga hari ini, kami menikmati piknik di taman)",adjective
速い,"Kanji: 速い<br>Romaji: hayai<br>Meaning: cepat (gerakan)<br>Example: 車はとても速いです
Kuruma wa totemo hayai desu
(Mobilnya sangat cepat)",adjective
早い,"Kanji: 早い<br>Romaji: hayai<br>Meaning: cepat (waktu)<br>Example: 朝ごはんを食べるのが早いです
asa gohan o taberu no ga hayai desu
(Saya selalu makan sarapan pagi dengan cepat)",adjective
恥ずかしい,"Kanji: 恥ずかしい<br>Romaji: hazukashii<br>Meaning: malu<br>Example: 私の歌を聞いてもらったら、とても恥ずかしかったです
Watashi no uta o kiite moraetta ra, totemo hazukashikatta desu
(Saya merasa sangat malu ketika mendengarkan lagu saya)",adjective
変,"Kanji: 変<br>Romaji: hen<br>Meaning: weird<br>Example: 変な夢を見た
hen na yume o mita
(I had a strange dream)",adjective
酷い,Kanji: 酷い<br>Romaji: hidoi<br>Meaning: terrible<br>Example: 妹と酷い喧嘩をした imouto to hidoi kenka o shita (had an awful fight with my sister),adjective
