Front,Back
準備,"<b>Word/Phrase</b>: 準備<br><b>Romaji</b>: junbi<br><b>Meaning</b>: prepare<br><b>Example</b>: 準備をするために、荷造りなどの作業を一生懸命やりました。
Junbi o suru tame ni, nizukuri nado no sagyō o isshōkenmei yarimashita.
(To prepare, I worked hard on tasks such as packing.)

試験に向けて、準備を怠らず毎日勉強しています。
Shiken ni mukete, junbi o okotarazu mainichi benkyō shite imasu.
(I am studying every day without neglecting my preparation for the exam.)"
受賞,"<b>Word/Phrase</b>: 受賞<br><b>Romaji</b>: jushou<br><b>Meaning</b>: menerima award<br><b>Example</b>: 受賞したので、家族と一緒にレストランで食事をしながら祝いました
jushō shita node, kazoku to issho ni resutoran de shokujī o shinagara iwaimashita
(Because I received an award, I celebrated with my family while dining at a restaurant)"
会談,"<b>Word/Phrase</b>: 会談<br><b>Romaji</b>: kaidan<br><b>Meaning</b>: meeting, conference <br><b>Example</b>: 会談は、重要な話し合いを行うために行われることが多いです。
Kaidan wa, jūyō na hanashi-ai o okonau tame ni okonawareru koto ga ooi desu.
(The meeting is often held to have important discussions)

会談は、国際的な問題を解決するために重要な役割を果たすことがあります。
Kaidan wa, kokusai-teki na mondai o kaiketsu suru tame ni jūyō na yakusaku o hatasu koto ga aru.
(Meetings can play an important role in resolving international issues)"
開発,"<b>Word/Phrase</b>: 開発<br><b>Romaji</b>: kaihatsu<br><b>Meaning</b>: develop<br><b>Example</b>: 近年、AI技術を駆使した製品開発が急速に拡大し、
企業間の競争が激化する中で、消費者の期待に応える革新が求められている。

Kin'nen, AI gijutsu o kushi shita seihin kaihatsu ga kyuusoku ni kakudai shi,
kigyoukan no kyousou ga gekika suru naka de, shouhisha no kitai ni kotaeru kakushin ga motomerarete iru.
(In recent years, product development utilizing AI technology has rapidly expanded, and amid fierce corporate competition, innovation that meets consumer expectations is in high demand.)

---

クラウドサービスの開発過程では、ユーザーの操作性に関するデータを分析し、
定期的なアップデートを通じて、利便性の向上が図られ続けている。

Kuraudo saabisu no kaihatsu katei de wa, yuzaa no sousasai ni kan suru deeta o bunseki shi,
teikiteki na appudeeto o tsuuji te, ribensei no koujou ga hakararetsudukete iru.
(In the development process of cloud services, user operability data is analyzed, and continuous updates are implemented to steadily enhance convenience.)"
加工,"<b>Word/Phrase</b>: 加工<br><b>Romaji</b>: kakou<br><b>Meaning</b>: process, manufacture<br><b>Example</b>: 現代の食品業界では、加工技術の進歩により、長期間保存可能な製品が次々と開発されている。
Gendai no shokuhin gyōkai de wa, kakō gijutsu no shinpo ni yori, chōkikan hozon kanō na seihin ga tsugitsugi to kaihatsu sarete iru.
(In today’s food industry, advancements in processing technology have led to the continuous development of products with extended shelf life.)

デジタルカメラの普及に伴い、誰でも簡単に写真の加工ができるようになったが、過度な修正は不自然さを生む。
Dejitaru kamera no fukyū ni tomonai, daredemo kantan ni shashin no kakō ga dekiru yō ni natta ga, kado na shūsei wa fushizensa o umu.
(With the spread of digital cameras, anyone can now easily edit photos, but excessive adjustments can create unnatural results.)"
確認,"<b>Word/Phrase</b>: 確認<br><b>Romaji</b>: kakunin<br><b>Meaning</b>: confirm<br><b>Example</b>: 電車の時間を確認して、改札を通る前に切符を用意しておいてください
densha no jikan o kakunin shite, kaisatsu o tooru mae ni kippu o yōi shite oite kudasai
(Please confirm the train schedule and have your ticket ready before passing through the ticket gate)

会議の日程が変更になったので、全員で確認の上、新しい資料をダウンロードしてください
kaigi no nittei ga henkō ni natta node, zen’in de kakunin no ue, atarashī shiryō o dawnrōdo shite kudasai
(Since the meeting schedule has changed, please confirm the new details together and download the updated materials)"
観光,"<b>Word/Phrase</b>: 観光<br><b>Romaji</b>: kankou<br><b>Meaning</b>: tourism<br><b>Example</b>: 東京は観光でにぎやかで、外国人観光客が絶え間なく訪れています
Tōkyō wa kankō de nigiyaka de, gaikokujin kankōkyaku ga tae ma naku otozurete imasu.
(Tokyo is lively with tourism, and foreign tourists visit nonstop)

観光産業はこの地域の経済を支える重要な柱となっており、地元の人々も観光客との交流を楽しんでいます
Kankō sangyō wa kono chiiki no keizai o sasaeru jūyō na hashira to natte ori, jimoto no hitobito mo kankōkyaku to no kōryū o tanoshinde imasu.
(The tourism industry is a vital pillar supporting the local economy, and residents also enjoy interacting with tourists)"
観光,"<b>Word/Phrase</b>: 観光<br><b>Romaji</b>: kankou<br><b>Meaning</b>: tamasya<br><b>Example</b>: 観光で有名な場所に行って、地元の文化や歴史を深く理解したいです
kankou de yuumei na basho ni itte, jimoto no bunka ya rekishi o fukaku rikai shitai desu
(I want to visit a place famous for sightseeing to deeply understand the local culture and history)

観光客として訪れるだけでなく、現地の人々と交流しながら旅の思い出を作りたいです
kankoukyaku toshite otozureru dake de naku, genchi no hitobito to kouryuu shinagara tabi no omoide o tsukuritai desu
(As a tourist, I don’t just want to visit—I want to interact with locals and create travel memories.)"
感謝,"<b>Word/Phrase</b>: 感謝<br><b>Romaji</b>: kansha<br><b>Meaning</b>: gratitude<br><b>Example</b>: 感謝の気持ちを心からお伝えしたいと思っています。
kansha no kimochi o kokoro kara otsutae shitai to omotte imasu.
(I sincerely want to express my feelings of gratitude.)

彼の親切な行為に対し、深い感謝の念を抱いています。
kare no shinsetsu na kōi ni taishi, fukai kansha no nen o daite imasu.
(I feel a deep sense of gratitude for his kind actions.)"
計画,"<b>Word/Phrase</b>: 計画<br><b>Romaji</b>: keikaku<br><b>Meaning</b>: basic plan<br><b>Example</b>: 計画が完成する前に、全ての細部を検討することが重要です
keikaku ga kansei suru mae ni, subete no saibu o kentō suru koto ga daijōbu desu
(It is important to review all details before the plan is completed)

新しい計画を立てる際には、チーム全員の意見を聞くことが大切です
atarashī keikaku o tateru ma ni wa, chīmu zen'in no iken o kiku koto ga taisetsu desu
(It is important to hear everyone's opinions when making a new plan)"
計算,"<b>Word/Phrase</b>: 計算<br><b>Romaji</b>: keisan<br><b>Meaning</b>: calculation<br><b>Example</b>: 計算ができないと、この複雑な数学の問題を解くのはほぼ不可能です
keisan ga dekinai to, kono fukuzatsu na suugaku no mondai o toku nowa hobu fukanou desu
(If you can't calculate, solving this complex math problem is nearly impossible)

計算ミスが原因でプロジェクト全体のスケジュールに遅れが生じました
keisan misu ga gen'in de purojekuto zentai no sukejūru ni okure ga shōjimashita
(A calculation error caused delays in the entire project schedule)"
見物,"<b>Word/Phrase</b>: 見物<br><b>Romaji</b>: kenbutsu<br><b>Meaning</b>: sightseeing<br><b>Example</b>: 花火大会で多くの人が夜空を彩る美しい打ち上げ花火を見物しました
hanabi taikai de ōku no hito ga yozora o irodoru utsukushī uchiaage hanabi o kenbutsu shimashita
(Many people gathered to admire the beautiful fireworks lighting up the night sky at the festival)

京都の古い寺院をゆっくりと見物する観光客の姿が印象的だった
kyōto no furui jiin o yukkuri to kenbutsu suru kankōkyaku no sugata ga inshōteki datta
(The sight of tourists leisurely sightseeing the old temples in Kyoto left a strong impression)"
見物,"<b>Word/Phrase</b>: 見物<br><b>Romaji</b>: kenbutsu<br><b>Meaning</b>: wisata/sightseeing<br><b>Example</b>: 日本の夏の風物詩として知られる花火大会は、
夜空に広がる色とりどりの光が観衆を魅了し、
その見物を楽しみに全国から人が集まる。

Nihon no natsu no fūbutsushi toshite shirareru hanabi taikai wa,
yozora ni hirogaru irodoridori no hikari ga kanshū o miryoku shi,
sono kenbutsu o tanoshimi ni zenkoku kara hito ga atsumaru.

(Japan’s summer fireworks festivals, renowned as seasonal traditions,
captivate crowds with their dazzling colors across the night sky,
drawing visitors from across the country to enjoy the spectacle.)

京都の古都では、紅葉が最盛期を迎えると、
歴史的な寺社と自然の美しさが織りなす景色の見物客で、
街中が活気に満ちあふれる。

Kyōto no kotode wa, kōyō ga saiseiki o mukaeru to,
rekishiteki na jisha to shizen no utsukushisa ga orinasu keshiki no kenbutsu-kyaku de,
machinaka ga katsuki ni michiafureru."
見学,"<b>Word/Phrase</b>: 見学<br><b>Romaji</b>: kengaku<br><b>Meaning</b>: observation <br><b>Example</b>: 学校の新入生向けにオープンキャンパスで見学ツアーが開催され、
gakkō no nyūnyūsei-muke ni ōpun-kyanpasu de kengaku tsūā ga kaisai sare,
(A school observation tour for new students was held during the open campus event.)

工場見学では、製造工程の各段階を詳しく説明していただきました。
kōjō kengaku de wa, seizō kōtei no kakudankai o kuwashiku setsumei shite itadakimashita.
(During the factory tour, each stage of the manufacturing process was explained to us in detail.)"
喧嘩,"<b>Word/Phrase</b>: 喧嘩<br><b>Romaji</b>: kenka<br><b>Meaning</b>: fight<br><b>Example</b>: 小学生の頃、校庭で交わした怒鳴り合いが、今思えば単なる誤解から始まった喧嘩だったことに、苦笑せざるを得ない。

shōgakusei no koro, kōtei de kawashita donari-ai ga, ima omoeba tan'naru gokai kara hajimatta kenka datta koto ni, kushō sezaruoenai.

(Reflecting now, the shouting matches in the schoolyard during elementary school—what turned out to be fights born from mere misunderstandings—can’t help but make me wryly smile.)

夫婦間の喧嘩は、その場の感情で言い過ぎた一言が、後々まで尾を引くことも少なくない。

fūfukan no kenka wa, sono ba no kanjō de ii-sugita hitokoto ga, nochi-nochi made o o hikukoto mo sukunaku nai.

(In marital fights, a single careless word spoken in the heat of the moment can linger and haunt the relationship long after.)"
研修,"<b>Word/Phrase</b>: 研修<br><b>Romaji</b>: kenshuu<br><b>Meaning</b>: training (formal)<br><b>Example</b>: 研修プログラムは3ヶ月間続きますので、しっかり準備してください。
kenshū puroguramu wa 3-kagetsukan tsuzukimasu node, shikkari junbi shite kudasai.
(The training program lasts for three months, so please prepare thoroughly.)

新入社員は研修を受けることになりますので、期待しています。
shinnyūshain wa kenshū o ukeru koto ni narimasu node, kitai shite imasu.
(New employees will undergo training, so I am looking forward to it.)"
